State,REGION,SEX,CITY,Zipcode,DISTRICT,VILLAGE,MARITAL_STATUS,Location,Address type,Ownership,No_of_Active_Loan_In_Bureau,Avg_Disbursement_Amount_Bureau,Non_Agriculture_Income,Total_Land_For_Agriculture,"K022-Village category based on Agri parameters (Good, Average, Poor)",K022-Nearest Mandi Name,K022-Proximity to nearest mandi (Km),K022-Proximity to nearest railway (Km),KO22-Village score based on socio-economic parameters (0 to 100),"K022-Village category based on socio-economic parameters (Good, Average, Poor)",K022-Seasonal Average Rainfall (mm),K022-Ambient temperature (min & max),"R022-Village category based on Agri parameters (Good, Average, Poor)",R022-Seasonal Average Rainfall (mm),R022-Ambient temperature (min & max),K021-Seasonal Average Rainfall (mm),K021-Ambient temperature (min & max),R021-Seasonal Average Rainfall (mm),R021-Ambient temperature (min & max),R020-Seasonal Average Rainfall (mm),R020-Ambient temperature (min & max),Perc_of_house_with_6plus_room,Women_15_19_Mothers_or_Pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_Households_with_Pucca_House_That_Has_More_Than_3_Rooms,mat_roof_Metal_GI_Asbestos_sheets,perc_of_Wall_material_with_Burnt_brick,Households_with_improved_Sanitation_Facility,perc_Households_do_not_have_KCC_With_The_Credit_Limit_Of_50k,K022-Total Geographical Area (in Hectares)-,K022-Net Agri area (in Ha)-,K022-Net Agri area (% of total geog area)-,Kharif Seasons  Irrigated area in 2022,Kharif Seasons  Cropping density in 2022,Kharif Seasons  Agricultural performance in 2022,Kharif Seasons  Agricultural Score in 2022,Kharif Seasons  Type of soil in 2022,Kharif Seasons  Type of water bodies in hectares 2022,Kharif Seasons  Agro Ecological Sub Zone in 2022,Kharif Seasons  Seasonal average groundwater thickness (cm) in 2022,Kharif Seasons  Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons  Season Irrigated area in 2022,Rabi Seasons Cropping density in 2022,Rabi Seasons Agricultural performance in 2022,Rabi Seasons Agricultural Score in 2022,Rabi Seasons Type of soil in 2022,Rabi Seasons Type of water bodies in hectares 2022,Rabi Seasons Agro Ecological Sub Zone in 2022,Rabi Seasons Seasonal average groundwater thickness (cm) in 2022,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons Kharif Season Irrigated area in 2021,Rabi Seasons Cropping density in 2021,Rabi Seasons Agricultural performance in 2021,Rabi Seasons Agricultural Score in 2021,Rabi Seasons Type of soil in 2021,Rabi Seasons Type of water bodies in hectares 2021,Rabi Seasons Agro Ecological Sub Zone in 2021,Rabi Seasons Seasonal average groundwater thickness (cm) in 2021,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2021,Kharif Seasons Cropping density in 2021,Kharif Seasons Agricultural performance in 2021,Kharif Seasons Agricultural Score in 2021,Kharif Seasons Type of soil in 2021,Kharif Seasons Type of water bodies in hectares 2021,Kharif Seasons Agro Ecological Sub Zone in 2021,Kharif Seasons Seasonal average groundwater thickness (cm) in 2021,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2020,Kharif Seasons Cropping density in 2020,Kharif Seasons Agricultural performance in 2020,Kharif Seasons Agricultural Score in 2020,Kharif Seasons Type of soil in 2020,Kharif Seasons Type of water bodies in hectares 2020,Kharif Seasons Agro Ecological Sub Zone in 2020,Kharif Seasons Seasonal average groundwater thickness (cm) in 2020,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2020,Rabi Seasons Kharif Season Irrigated area in 2020,Rabi Seasons Cropping density in 2020,Rabi Seasons Agricultural performance in 2020,Rabi Seasons Agricultural Score in 2020,Rabi Seasons Type of soil in 2020,Rabi Seasons Type of water bodies in hectares 2020,Rabi Seasons Agro Ecological Sub Zone in 2020,Rabi Seasons Seasonal average groundwater thickness (cm) in 2020,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2020, Village score based on socio-economic parameters (Non normalised), Village score based on socio-economic parameters (0 to 100)," Village category based on socio-economic parameters (Good, Average, Poor)", Road density (Km/ SqKm),Pred_RandomForest,Pred_DecisionTree,Pred_KNN,BestModelPred,ClusterLabel
MADHYA PRADESH,CENTRAL,M,MAUGANJ,486331.0,REWA,Paipkhara,M,"24.6993969,81.8623787",Permanent Address,Owned,0.0,130000.0,100000.0,6.0,Poor,Baikunthpur,9.6,18.6,38.11846821452319,Average,1174.57,24.18 /31.45,Poor,90.11,15.05 /28.21,1010.75,24.14 /30.58,96.65,15.1 /28.54,216.37,14.95 /26.65,4.96,4.8,96.5,6.79,0.86,17.14,46.1,2.58,312.96,240.78,76.94,69.31,61.38,22.6,28.65,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,68.93,20.06,73.85,73.22,30.21,29.02,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,69.81,14.82,69.49,30.07,34.86,36.28,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,66.7,14.08,73.85,73.22,22.06,23.88,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,72.78,21.77,60.08,43.83,10.01,19.53,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,70.45,19.99,86.42,20.48,27.19,28.83,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,71.52,18.11,25.2132658776904,38.11846821452319,Average,0.0,Low,Low,Low,Low,1
ODISHA,EAST,M,JARAPADA,759127.0,ANUGUL,Dhauragoth,S,"21.0966563,85.0876216",Permanent Address,Parental,1.0,70000.0,300000.0,10.0,Poor,Boudh,12.1,1.1,36.36070209458961,Average,1426.84,24.35 /30.65,Poor,130.1,17.92 /29.16,753.01,24.38 /30.02,114.74,18.16 /30.99,448.4,18.36 /29,1.3,12.2,96.7,2.45,5.2,33.77,66.4,2.49,255.03,181.65,71.23,59.88,66.82,20.61,25.25,Red and lateritic Soils,[None],EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,70.96,33.66,91.49,9.48,16.86,25.63,Red and lateritic Soils,[None],EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,66.76,25.07,95.02,57.01,15.58,36.49,Red and lateritic Soils,[None],EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,64.09,32.88,91.49,9.48,19.44,25.87,Red and lateritic Soils,[None],EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,70.12,32.88,95.02,57.01,8.83,28.08,Red and lateritic Soils,[None],EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,76.08,35.91,95.02,37.26,8.81,22.45,Red and lateritic Soils,[None],EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,68.11,28.55,24.1286561610638,36.36070209458961,Average,0.0,Low,Very High,Low,Very High,1
MAHARASHTRA,WEST,M,JALNA,431213.0,JALNA,Borgaon,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,1.0,65000.0,100000.0,7.5,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,2.37,10.1,95.7,2.06,63.44,49.66,63.6,0.49,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,Low,High,Low,High,0
MAHARASHTRA,WEST,M,WALWA,415413.0,SANGLI,Borgaon,S,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,151500.0,9.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,1.16,5.8,98.9,4.32,8.3,39.6,71.2,1.81,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,Medium,Medium,Medium,Medium,0
MAHARASHTRA,WEST,F,HINGANGHAT,442301.0,WARDHA,Borgaon,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,1.0,400000.0,100000.0,8.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,0.87,0.86,98.74,6.71,33.97,46.0,79.91,2.08,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,High,High,High,High,0
MAHARASHTRA,WEST,M,NANDED WAGHALA,431718.0,NANDED,Borgaon,M,"18.4988213,77.510378",Permanent Address,Owned,2.0,62273.5,0.0,12.5,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,2.42,8.7,96.4,3.5,40.97,25.5,68.0,0.46,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,Medium,Medium,Low,Medium,0
MAHARASHTRA,WEST,M,NANDED WAGHALA,431718.0,NANDED,Borgaon,M,"18.4992633,77.5087017",Permanent Address,Owned,0.0,130000.0,70000.0,20.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,2.42,8.7,96.4,3.5,40.97,25.5,68.0,0.46,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,Medium,Medium,High,Medium,0
MAHARASHTRA,WEST,M,JALNA,431213.0,JALNA,Borgaon,M,"19.7596835,76.322145",Permanent Address,Owned,1.0,140000.0,50000.0,12.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,2.37,10.1,95.7,2.06,63.44,49.66,63.6,0.49,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,Low,High,High,High,0
MAHARASHTRA,WEST,M,ARNI,445103.0,YAVATMAL,Borgaon,M,"20.413005,78.129653",Permanent Address,Owned,1.0,375000.0,13000.0,15.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,1.25,4.4,97.2,3.99,67.5,31.25,66.4,5.06,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,High,High,High,High,0
MAHARASHTRA,WEST,M,HINGANGHAT,442301.0,WARDHA,Borgaon,M,"20.756756756756758,78.61622352028242",Permanent Address,Owned,1.0,128430.0,100000.0,28.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,0.87,0.86,98.74,6.71,33.97,46.0,79.91,2.08,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,Very High,Very High,High,Very High,3
MAHARASHTRA,WEST,F,HINGANGHAT,442301.0,WARDHA,Borgaon,M,"20.60613,78.8568533",Permanent Address,Owned,0.0,130000.0,100000.0,25.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,0.87,0.86,98.74,6.71,33.97,46.0,79.91,2.08,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,High,Very High,High,Very High,3
MAHARASHTRA,WEST,M,AKOLA,444407.0,AKOLA,Borgaon,M,"20.6851641,77.0188144",Permanent Address,Owned,0.0,130000.0,500000.0,60.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,0.65,6.09,97.58,4.28,56.98,32.66,69.14,1.15,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,Very High,Very High,Very High,Very High,3
MAHARASHTRA,WEST,M,AKOLA,444407.0,AKOLA,Borgaon,M,"20.546625,77.2615617",Permanent Address,Owned,1.0,1680000.0,0.0,8.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,0.65,6.09,97.58,4.28,56.98,32.66,69.14,1.15,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,High,High,High,High,0
MAHARASHTRA,WEST,M,AKOLA,444407.0,AKOLA,Borgaon,M,"20.5493462,77.2623845",Permanent Address,Owned,0.0,130000.0,0.0,9.0,Poor,Murtizapur,13.5,7.2,35.06855939126202,Poor,1764.71,23.88 /30.6,Poor,31.78,19.02 /31.12,1092.37,23.93 /30.53,133.49,19.25 /32.09,245.77,19.38 /30.64,0.65,6.09,97.58,4.28,56.98,32.66,69.14,1.15,1001.11,711.88,71.11,47.06,75.2,36.47,30.53,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.57,24.73,15.06,68.07,20.03,14.52,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.12,14.15,76.54,70.12,16.08,34.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.18,19.43,15.06,68.07,13.05,10.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.39,19.88,94.44,40.07,2.55,25.01,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.1,27.26,88.32,63.38,31.7,32.82,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.24,15.55,23.3313541108057,35.06855939126202,Poor,0.0,Medium,Medium,High,Medium,0
